,Unnamed: 0,date,context
0,0,1851-05-10-seq-4.txt,"actually perpetrated, and the South, with i her institution of slavery, is excluded from i every foot of our Territories acquired from ? "
1,1,1851-05-10-seq-4.txt,States?abolition cowering for the while? ! slavery agitation suppressed in Congress? j tariff and internal iuiprovcinent apparently : 
2,2,1851-05-10-seq-4.txt,"in Congress, where the disparaging and insulting agitation of the subject of slavery shall no more enter forever; equality in "
3,3,1851-05-10-seq-4.txt,done on internal improvements. Let us ; none with respect to our institution of slave- t y. Keep to tho simple purpose of preven- I 
4,8,1851-05-03-seq-1.txt,"The Hunts that we adore. The blind can aeo the slave is lord; So round and round we run, "
5,10,1857-07-02-seq-2.txt,power to muke that distracted Territory after all an anti-slavery State. The reasons why the abolitionists and Illack 
6,11,1857-07-02-seq-2.txt,"their instrument of agitation?this continually harping about slavery aiul iU untold evils.? Their pur|H>se in, to unite with the free-Boilers and "
7,12,1857-07-02-seq-2.txt,"ehauee for amalgamation, is tho continual notation of the anti-slavery fanaticism. And is it possible that there arc some, oven in "
8,13,1857-07-02-seq-2.txt,"iguinst ubolilioirsts, or ltomanists, or Calviuists, J >r seventh day prophets. The anti-slavery jour-, utls arc the fiercestof all in opposition to the "
9,14,1857-07-02-seq-2.txt,"?the commission which determines questions reativc to Africa?) slaves captured uuder tho .renty. He was also formerly consul ut ltiza, "
10,21,1857-05-28-seq-2.txt,"lie refers to Nebraska, soon to become a State, and to ""the great and fertile slaveho]d?ti$| Indian Territory on the South, soon to become?!* State, "
11,22,1857-05-28-seq-2.txt,"with the cordial concurrence of the CubineL He gives a review of the history of slavery in the United States; aud, upon the popular sovereignty "
12,23,1857-05-28-seq-2.txt,"ur? duoui lo irame, must seine the question of slavery for themselves. He says further that the President recognises the validity of the local "
13,28,1856-09-18-seq-2.txt,"to the officers of law. They were daily ^ murdering pro slavery men in cold blood, ib on.i f * i1 "
14,29,1856-09-18-seq-2.txt,"< readiness to rppel abolition aggression, and resent abolition outrages upon pro-slavery men ana properly; nor (to we suppose thai "
15,32,1856-08-21-seq-4.txt,"penetrate. It will lie political, but liberal, owing 110 slavish or sorvilc allegiance to parties or politicians. It will advocate measures, not men; "
16,34,1857-09-17-seq-1.txt,"favorablo to emancipation. Any agreement mado by the master of a slave, cither with himself or with a third party, "
17,35,1857-09-17-seq-1.txt,"cither with himself or with a third party, for the purchased emancipation of the slave, is mado irrevocably binding. The emancipated "
18,36,1857-09-17-seq-1.txt,"abnormal state of social relations, than the continuance of the slave trade, even when surreptitiously conducted. The household "
19,37,1857-09-17-seq-1.txt,"make a constant profit by the sale ojf Bja ziuan, ana the purchaso of Africans slaves, Many of tlie Brazilian negroes have connections "
20,38,1857-09-17-seq-1.txt,"States, and captured or condemned for participation in tbe slave trade, wa? found to bo tbe property of some Northern shipowner. "
21,39,1857-09-17-seq-1.txt,"on principle, from the consumption of sugar produced by slave labor,"" ? "
22,47,1861-10-25-seq-2.txt,"Commander-in-chief, throwing into the bargam' tho emancipation of the slaves. It costs an effort to take in the extrava "
23,50,1861-01-18-seq-1.txt,"abolish the inner slave trade, and thus cut off the Northern slave4 States from the profits of production, and the Southern from "
24,51,1861-01-18-seq-1.txt,".vocqjgfavro)}g our *6ib&.c^izcns, who arc now ..slaveholders, and' ffgefty demanding roflcBBf tfiid security MaRJyv-^vhoaro now* "
25,52,1861-01-18-seq-1.txt,raisa money and military eqiripfnents-3-to appeal to non-slavehoWeffc and detach tliginj btmxli^ders in slave Slates?to comWinicata 
26,53,1861-01-18-seq-1.txt,"rplfgiojjB ?b Veil as parnttf ^r<?cfcpfiqD'ce| slaveholders as deyrnded by the t rrtbraluies, insults, thetn-ie evftry foi^fcind [' "
27,55,1861-01-18-seq-1.txt,Sra'tod'proud- to preteffd'to !># Jnastere of slaves whilst-they i;re skives themselves. i TllfiV cannot <4/)ncAnf InnrtAr-lA Artwa rt^AUB 
28,56,1861-01-18-seq-1.txt,doininetr ovej^lhd disgrace MhemWn Virgin a. 411 abolitionized slavo-ti^D^nbt^s. wealth i8 the weakest of qll b.odiesv politic. 
