,token,cosine
0,oservant,0.9999971389770508
1,aservant,0.9999964237213135
2,observant,0.9999962449073792
3,servantl,0.9999960660934448
4,servants,0.9999959468841553
5,deadservant,0.9999958872795105
6,iservant,0.9999958276748657
7,servant4,0.9999958276748657
8,servanta,0.999995768070221
9,servantt,0.9999955892562866
10,servantse,0.9999955296516418
11,servanthe,0.9999954104423523
12,servantle,0.9999953508377075
13,servante,0.9999950528144836
14,menservant,0.9999949336051941
15,servantns,0.9999949336051941
16,servanti,0.9999947547912598
17,servantts,0.9999947547912598
18,forservant,0.9999946355819702
19,servantsbut,0.9999946355819702
20,servantand,0.9999945759773254
21,servantsand,0.9999944567680359
22,maidservant,0.9999942779541016
23,thesservant,0.9999942183494568
24,theservant,0.9999942183494568
25,hisservant,0.9999940991401672
26,servantboy,0.9999940395355225
27,servantsher,0.9999940395355225
28,servantsman,0.9999939203262329
29,houseservant,0.9999936819076538
30,servantfor,0.999993622303009
31,publieservant,0.9999935626983643
32,elegantservant,0.9999934434890747
33,bodyservant,0.9999933838844299
34,servantforest,0.9999932646751404
35,servantthat,0.9999932050704956
36,servantsorthe,0.999993085861206
37,servantgirl,0.9999930262565613
38,servantsyour,0.9999929070472717
39,servantrun,0.9999926686286926
40,saidwservant,0.9999925494194031
41,servanteud,0.9999924898147583
42,servantahould,0.9999923706054688
43,servantswre,0.9999920725822449
44,conservantive,0.9999890923500061
45,servantsspoil,0.9999889731407166
46,srvant,0.9999884963035583
47,observantof,0.9999877214431763
48,observantawake,0.9999871253967285
49,nrvant,0.999985933303833
50,ssrvant,0.9999858140945435
51,ohfedientservant,0.9999858140945435
52,ellowservants,0.9999852776527405
53,vant,0.9999850392341614
54,servaut,0.9999833106994629
55,serve,0.9999817609786987
56,servernt,0.9999815225601196
57,commisseration,0.9999811053276062
58,present,0.9999805688858032
59,sentiment,0.9999799728393555
60,resent,0.9999798536300659
61,reserve,0.9999797940254211
62,constant,0.9999794363975525
63,moment,0.9999790787696838
64,nation,0.9999788999557495
65,stringent,0.9999788403511047
66,attention,0.99997878074646
67,ention,0.9999787211418152
68,event,0.9999786615371704
69,president,0.9999785423278809
70,mention,0.9999784827232361
71,presentinment,0.9999784827232361
72,consideration,0.9999783635139465
73,relation,0.9999780058860779
74,ant,0.9999777674674988
75,recent,0.9999773502349854
76,preserve,0.9999772906303406
77,lant,0.999977171421051
78,repent,0.9999770522117615
79,plant,0.9999769926071167
80,recreation,0.9999769330024719
81,tion,0.9999762177467346
82,rant,0.9999762177467346
83,religion,0.999975860118866
84,resolution,0.999975860118866
85,struction,0.9999756813049316
86,ent,0.9999755620956421
87,prevention,0.9999755620956421
88,generation,0.9999755620956421
89,conent,0.9999753832817078
90,sent,0.9999753832817078
91,regulation,0.9999752640724182
92,institution,0.9999752044677734
93,legislation,0.9999751448631287
94,tent,0.9999751448631287
95,sion,0.9999750256538391
96,content,0.9999749660491943
97,specnlation,0.9999749660491943
98,conservative,0.9999749660491943
99,comumendation,0.9999749064445496
100,servunt,0.9999747276306152
101,publiontion,0.9999744892120361
102,instuection,0.9999744892120361
103,grant,0.9999744892120361
104,instant,0.9999744296073914
105,ser,0.9999744296073914
106,action,0.9999741911888123
107,oration,0.9999740719795227
108,faithfully,0.9999740719795227
109,considerationu,0.9999740123748779
110,tenplation,0.9999740123748779
111,operation,0.9999740123748779
112,information,0.9999740123748779
113,ment,0.9999738931655884
114,invention,0.9999738335609436
115,conscientiously,0.9999737739562988
116,condition,0.9999735951423645
117,con,0.9999735355377197
118,convention,0.9999735355377197
119,plantation,0.9999734163284302
120,observe,0.9999734163284302
121,consistent,0.9999732971191406
122,conasistent,0.9999732971191406
123,servile,0.9999732375144958
124,lnstruction,0.9999732375144958
125,question,0.9999731183052063
126,ministration,0.999972939491272
127,ptresent,0.9999728798866272
128,separation,0.9999726414680481
129,attendant,0.9999726414680481
130,servic,0.9999725818634033
131,denomination,0.9999724626541138
132,congregation,0.9999724626541138
133,strucetion,0.9999723434448242
134,considerable,0.9999722242355347
135,rest,0.9999721646308899
136,reserv,0.9999721050262451
137,ovation,0.9999721050262451
138,abolition,0.9999720454216003
139,reconciliation,0.9999719858169556
140,iniant,0.9999719858169556
141,re,0.9999719262123108
142,service,0.999971866607666
143,consent,0.999971866607666
144,attentive,0.999971866607666
145,ress,0.9999717473983765
146,conversation,0.9999716281890869
147,stipulation,0.9999715685844421
148,cellent,0.9999715089797974
149,ligation,0.9999714493751526
150,presently,0.9999713897705078
151,ther,0.9999713897705078
152,settlement,0.999971330165863
153,rieplautation,0.9999711513519287
154,parent,0.9999710917472839
155,consider,0.9999710321426392
156,excellent,0.9999709725379944
157,observautioin,0.9999708533287048
158,patent,0.9999707937240601
159,prevent,0.9999707341194153
160,portion,0.9999706745147705
161,expiration,0.9999704360961914
162,lion,0.9999703764915466
163,enter,0.9999703764915466
164,approbation,0.9999703168869019
165,accident,0.9999702572822571
166,incident,0.9999702572822571
167,companion,0.9999701976776123
168,scrvantand,0.9999701976776123
169,iinstruction,0.9999701380729675
170,caution,0.9999701380729675
171,agent,0.9999701380729675
172,want,0.9999700784683228
173,ition,0.9999700784683228
174,seutiment,0.999970018863678
175,providentially,0.999970018863678
176,advertisement,0.9999699592590332
177,fiction,0.9999698996543884
178,announcement,0.9999698400497437
179,sanction,0.9999698400497437
180,temptation,0.9999697804450989
181,cent,0.9999697804450989
182,gentle,0.9999697208404541
183,notion,0.9999696016311646
184,charitable,0.9999694228172302
185,constituent,0.9999692440032959
186,infant,0.9999691843986511
187,count,0.9999690651893616
188,intelligent,0.9999690055847168
189,population,0.999968945980072
190,serviceythe,0.9999688267707825
191,vexation,0.9999687671661377
192,retirement,0.9999687671661377
193,examination,0.9999685883522034
194,apparition,0.9999685883522034
195,mentionel,0.9999685287475586
196,servini,0.9999685287475586
197,potation,0.9999684691429138
198,interesting,0.9999684691429138
199,press,0.9999682903289795
200,residence,0.9999682903289795
201,carpenter,0.9999681711196899
202,comfortable,0.9999679923057556
203,election,0.9999679923057556
204,violent,0.9999679327011108
205,recently,0.9999678730964661
206,able,0.9999677538871765
207,aspirant,0.9999676942825317
208,arrant,0.9999675750732422
209,appellition,0.9999674558639526
210,onstitution,0.9999674558639526
211,exception,0.9999674558639526
212,hon,0.9999673962593079
213,congress,0.9999673366546631
214,conviction,0.9999673366546631
215,childrent,0.9999671578407288
216,preston,0.9999671578407288
217,iniventionf,0.999967098236084
218,inter,0.999967098236084
219,devotion,0.999967098236084
220,planter,0.999967098236084
221,sentiniental,0.999967098236084
222,lather,0.9999670386314392
223,responsible,0.9999670386314392
224,constable,0.9999670386314392
225,tement,0.9999669194221497
226,reader,0.9999669194221497
227,instrument,0.9999668598175049
228,neidentally,0.9999668598175049
229,entirely,0.9999668598175049
230,variation,0.9999666810035706
231,enlightenment,0.9999666213989258
232,delegation,0.9999666213989258
233,entertain,0.9999664425849915
234,respond,0.9999664425849915
235,amputation,0.9999664425849915
236,planting,0.9999663829803467
237,execution,0.9999663829803467
238,atten,0.9999663233757019
239,treatment,0.9999663233757019
240,communication,0.9999662637710571
241,fortification,0.9999662637710571
242,fectionate,0.9999662041664124
243,refreshment,0.9999662041664124
244,ter,0.9999662041664124
245,moent,0.9999662041664124
246,excitement,0.9999661445617676
247,bserve,0.9999659657478333
248,onesent,0.9999659061431885
249,family,0.9999659061431885
250,deserve,0.9999658465385437
251,movement,0.9999658465385437
252,sucrient,0.9999657869338989
253,government,0.9999656677246094
254,gently,0.9999656677246094
255,astonishment,0.9999656677246094
256,generally,0.9999656677246094
257,ing,0.9999656677246094
258,decent,0.9999656081199646
259,antly,0.9999655485153198
260,rely,0.999965488910675
261,literally,0.9999654293060303
262,reiterate,0.999965250492096
263,ind,0.999965250492096
264,der,0.9999651908874512
265,department,0.9999651312828064
266,theiritollteandattentive,0.9999651312828064
267,remnant,0.9999651312828064
268,reply,0.9999650716781616
269,eter,0.9999650120735168
270,comely,0.9999650120735168
271,ient,0.9999649524688721
272,her,0.9999649524688721
273,there,0.9999648928642273
274,occupation,0.9999648332595825
275,friend,0.9999648332595825
276,refrelutient,0.9999648332595825
277,services,0.9999648332595825
278,satisfaction,0.9999647736549377
279,common,0.9999647736549377
280,ventilate,0.999964714050293
281,conversationi,0.9999646544456482
282,enchant,0.9999645948410034
283,whither,0.9999645352363586
284,lliction,0.9999644160270691
285,whether,0.9999643564224243
286,hereafter,0.9999643564224243
287,attendance,0.9999643564224243
288,contented,0.9999642968177795
289,pairent,0.9999642968177795
290,suther,0.9999642372131348
291,thing,0.9999642372131348
292,situation,0.9999642372131348
293,int,0.99996417760849
294,comraticiion,0.9999641180038452
295,enten,0.9999641180038452
296,cultivation,0.9999640583992004
297,bepresente,0.9999640583992004
298,talent,0.9999639391899109
299,description,0.9999639391899109
300,sentence,0.9999639391899109
301,cotton,0.9999638199806213
302,severely,0.9999638199806213
303,observautina,0.9999637603759766
304,punishment,0.9999637007713318
305,efficient,0.999963641166687
306,inestinable,0.9999635815620422
307,charleston,0.9999634623527527
308,comply,0.9999634623527527
309,reliance,0.9999634027481079
310,jient,0.9999633431434631
311,carpentersand,0.9999632835388184
312,se,0.9999632835388184
313,asortment,0.9999632835388184
314,indignant,0.9999632239341736
315,exponent,0.9999631643295288
316,obent,0.9999631643295288
317,apartment,0.999963104724884
318,diameter,0.999963104724884
319,managementand,0.999963104724884
320,thunder,0.9999630451202393
321,redundant,0.9999629855155945
322,verdant,0.9999629855155945
323,ver,0.9999629259109497
324,those,0.9999628663063049
325,tilion,0.9999628663063049
326,benediction,0.9999628663063049
327,another,0.9999628663063049
328,position,0.9999628663063049
329,refulgent,0.9999626874923706
330,ancient,0.9999626278877258
331,stater,0.999962568283081
332,union,0.999962568283081
333,comfrtable,0.999962568283081
334,carpenters,0.9999625086784363
335,patient,0.9999625086784363
336,correspondent,0.9999625086784363
337,lier,0.9999625086784363
338,constitutionand,0.9999624490737915
339,agreement,0.9999623894691467
340,ion,0.9999623894691467
341,scent,0.9999622702598572
342,response,0.9999621510505676
343,recover,0.9999621510505676
344,meeting,0.9999620914459229
345,water,0.9999620318412781
346,christopher,0.9999620318412781
347,judgoment,0.9999619722366333
348,liable,0.9999619722366333
349,thoughtless,0.9999619126319885
350,render,0.9999619126319885
351,come,0.999961793422699
352,rather,0.999961793422699
353,everything,0.9999617338180542
354,morning,0.9999617338180542
355,freqnently,0.9999616146087646
356,contrive,0.9999616146087646
357,arraniement,0.9999616146087646
358,announce,0.9999615550041199
359,cover,0.9999615550041199
360,hour,0.9999615550041199
361,abduction,0.9999614953994751
362,lamentable,0.9999614953994751
363,anister,0.9999614953994751
364,electioneering,0.9999614953994751
365,frantically,0.9999613761901855
366,existant,0.9999613761901855
367,basement,0.9999613761901855
368,qually,0.9999613761901855
369,willing,0.9999613165855408
370,wastione,0.9999613165855408
371,sister,0.999961256980896
372,consenience,0.999961256980896
373,thousand,0.9999611973762512
374,hearing,0.9999611377716064
375,anyagreement,0.9999611377716064
376,compensate,0.9999611377716064
377,ber,0.9999611377716064
378,entire,0.9999610781669617
379,national,0.9999610185623169
380,remarkable,0.9999610185623169
381,welldresse,0.9999609589576721
382,congregatint,0.9999609589576721
383,discount,0.9999608993530273
384,universally,0.9999608397483826
385,tientan,0.9999608397483826
386,mansion,0.9999608397483826
387,amusement,0.9999608397483826
388,either,0.9999608397483826
389,dress,0.9999607801437378
390,eonsiderable,0.9999606609344482
391,rovement,0.9999606609344482
392,presence,0.9999606609344482
393,wealthyfamilymiserable,0.9999606609344482
394,remind,0.9999606609344482
395,readily,0.9999606609344482
396,bring,0.9999606609344482
397,violently,0.9999605417251587
398,entice,0.9999605417251587
399,listen,0.9999604821205139
400,theiuse,0.9999604821205139
401,lancaster,0.9999604225158691
402,revere,0.9999604225158691
403,thither,0.9999603629112244
404,ply,0.9999603033065796
405,thoughtful,0.9999603033065796
406,eetvant,0.9999602437019348
